RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Right	Category Left	Index Right	Index Left	Pupil Size Right X [px]	Pupil Size Right Y [px]	Pupil Diameter Right [mm]	Pupil Size Left X [px]	Pupil Size Left Y [px]	Pupil Diameter Left [mm]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Point of Regard Left X [px]	Point of Regard Left Y [px]	AOI Name Right	AOI Name Left	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Gaze Vector Left X	Gaze Vector Left Y	Gaze Vector Left Z	Eye Position Right X [mm]	Eye Position Right Y [mm]	Eye Position Right Z [mm]	Eye Position Left X [mm]	Eye Position Left Y [mm]	Eye Position Left Z [mm]	Pupil Position Right X [px]	Pupil Position Right Y [px]	Pupil Position Left X [px]	Pupil Position Left Y [px]	Port Status
1094350.8	14:20:52:476	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	Blink	Blink	3	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094367.4	14:20:52:493	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	Fixation	Blink	3	2	23.3	23.3	4.3	0	0	0	982.2	529.1	0	0	fixation	-	0	0.3	-1	0	0	0	41.2	15.4	610.8	0	0	0	1129.3	672.7	0	0	0
1094384.1	14:20:52:509	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	Fixation	Blink	3	2	23.9	23.9	4.3	22.5	22.5	3.8	981.3	528.7	1016.2	515.8	fixation	fixation	0	0.3	-1	0	0.3	-1	41.2	15.4	611.1	-21.5	18.3	608.8	1129.4	672.8	1455.4	657.1	0
1094400.7	14:20:52:526	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	Fixation	-	3	-	24.1	24.1	4.3	22.7	22.7	3.9	980	528.1	1005	502.4	fixation	fixation	0	0.3	-1	0	0.3	-1	41.2	15.4	610.9	-21.5	18.3	608.6	1129.4	672.7	1455.4	657.2	0
1094417.4	14:20:52:543	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	Fixation	-	3	-	24.3	24.3	4.4	22.7	22.7	3.9	980.6	528.4	1007.2	506.5	fixation	fixation	0	0.3	-1	0	0.3	-1	41.2	15.4	611.1	-21.4	18.2	607.7	1129.2	672.8	1455.1	657.2	0
1094434.1	14:20:52:559	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	Fixation	-	3	-	24.2	24.2	4.4	22.6	22.6	4	980.3	527.7	1005.6	508	fixation	fixation	0	0.3	-1	0	0.3	-1	41.2	15.4	610.8	-21.5	18.3	608.7	1129.1	672.7	1455	657.2	0
1094450.7	14:20:52:576	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	Fixation	-	3	-	24.2	24.2	4.4	22.6	22.6	4	978.7	527.1	1008.8	493.8	fixation	fixation	0	0.3	-1	0	0.3	-1	41.2	15.4	610.1	-21.6	18.5	614.3	1129	672.8	1454.7	657	0
1094467.5	14:20:52:593	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	Fixation	Blink	3	3	23.6	23.6	4.4	0	0	0	978.4	526.4	0	0	fixation	-	0	0.3	-1	0	0	0	41.2	15.4	610	0	0	0	1128.8	672.8	0	0	0
1094484.1	14:20:52:609	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	-	Blink	-	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094500.8	14:20:52:626	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	-	Blink	-	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094517.4	14:20:52:643	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	-	Blink	-	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094534	14:20:52:659	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	-	Blink	-	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094550.7	14:20:52:676	Trial010	Fixation.png	0	2001.6	P04	Cyan	40.8	Eye	-	Blink	-	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094567.3	14:20:52:693	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094584	14:20:52:710	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094600.6	14:20:52:726	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094617.3	14:20:52:743	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094634.1	14:20:52:760	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094650.7	14:20:52:776	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094667.4	14:20:52:793	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094684	14:20:52:810	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094700.7	14:20:52:826	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094717.4	14:20:52:843	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094734	14:20:52:860	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094750.7	14:20:52:876	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094767.4	14:20:52:893	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094784	14:20:52:910	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094800.7	14:20:52:926	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094817.3	14:20:52:943	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094834	14:20:52:960	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094850.6	14:20:52:976	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094867.2	14:20:52:993	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094883.9	14:20:53:010	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	1	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094900.6	14:20:53:026	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Saccade	Blink	1	1	23.6	23.6	4.4	0	0	0	978.9	580.3	0	0	object2	-	0	0.2	-1	0	0	0	41.9	15.4	609	0	0	0	1124.8	673.5	0	0	0
1094917.3	14:20:53:043	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Saccade	Saccade	1	1	22.5	22.5	4.3	21.6	21.6	4	976.1	701.4	1026.5	727.3	object2	object2	0	0.2	-1	0	0.2	-1	41.8	15.3	607.5	-20.5	18.3	607	1125.1	674.7	1450.3	659.2	0
1094933.9	14:20:53:060	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	1	1	23	23	4.3	21.5	21.5	4	977.3	601.4	1012.8	577.7	object2	object2	0	0.2	-1	0	0.2	-1	41.8	15.3	607	-20.6	18.4	608.8	1124.8	673.7	1450.6	657.7	0
1094950.5	14:20:53:076	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	1	1	22.6	22.6	4.3	21.9	21.9	4	976.4	569	1009.3	568.6	object2	object2	0	0.2	-1	0	0.2	-1	41.8	15.3	606.7	-20.6	18.4	608.5	1124.8	673.4	1450.6	657.4	0
1094967.2	14:20:53:093	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	1	1	23	23	4.3	21.5	21.5	4	972.7	536.1	1009.5	582.8	object2	object2	0	0.3	-1	0	0.2	-1	41.8	15.3	607.2	-20.6	18.3	607.2	1125.1	673.1	1450.6	657.9	0
1094983.9	14:20:53:110	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	1	1	22.4	22.4	4.2	21.2	21.2	4	972.2	607.2	1010.2	596.3	object2	object2	0	0.2	-1	0	0.2	-1	41.7	15.2	606.5	-20.6	18.3	606.8	1125.1	674	1450.9	658	0
1095000.5	14:20:53:126	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	1	1	22.4	22.4	4.2	21.3	21.3	3.9	970.1	608.5	1009.4	595.6	object2	object2	0	0.2	-1	0	0.2	-1	41.7	15.2	606.4	-20.8	18.4	609.6	1125.2	674	1451.1	658	0
1095017.2	14:20:53:143	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	1	1	22.5	22.5	4.2	21.7	21.7	3.9	969.4	606.7	1010.1	606.2	object2	object2	0	0.2	-1	0	0.2	-1	41.7	15.2	606.3	-20.7	18.3	608.3	1125.3	674	1451.3	658.5	0
1095033.9	14:20:53:160	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	1	1	22.7	22.7	4.2	21.5	21.5	3.9	967.1	613.8	1009.8	602.9	object2	object2	0	0.2	-1	0	0.2	-1	41.7	15.2	606.4	-20.8	18.3	608.4	1125.5	674.3	1451.6	658.4	0
1095050.6	14:20:53:176	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Saccade	Fixation	2	1	22.7	22.7	4.2	21.6	21.6	3.9	966.8	614.4	1010.1	607.2	object2	object2	0	0.2	-1	0	0.2	-1	41.7	15.1	606.4	-20.8	18.2	607.1	1125.4	674.4	1451.8	658.7	0
1095067.3	14:20:53:193	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	2	1	23.1	23.1	4.2	21.9	21.9	4	962.9	618.4	1010.2	606.1	object2	object2	0	0.2	-1	0	0.2	-1	41.6	15.1	606.3	-20.8	18.2	606.6	1125.7	674.6	1451.9	658.7	0
1095083.9	14:20:53:210	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	2	1	23	23	4.2	21.7	21.7	3.9	959.7	620	1011.3	611.8	object2	object2	0	0.2	-1	0	0.2	-1	41.6	15.1	606.6	-20.8	18.1	605.5	1125.8	674.6	1451.9	659	0
1095100.6	14:20:53:226	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	2	1	22.8	22.8	4.2	21.8	21.8	4	960.6	617.8	1008.8	609.8	object2	object2	0	0.2	-1	0	0.2	-1	41.6	15.1	606.4	-20.8	18.1	605.6	1125.9	674.5	1452.1	658.8	0
1095117.2	14:20:53:243	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	2	1	23	23	4.2	21.8	21.8	4	958.6	622.7	1006.8	614.2	object2	object2	0	0.2	-1	0	0.2	-1	41.6	15.1	606.4	-20.8	18.1	605.4	1126.1	674.7	1452.3	659	0
1095133.9	14:20:53:260	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	2	1	22.5	22.5	4.2	21.5	21.5	3.9	959.5	622.5	1005.8	613.4	object2	object2	0	0.2	-1	0	0.2	-1	41.5	15.1	606.2	-20.8	18.1	604.9	1126.1	674.6	1452.2	658.9	0
1095150.5	14:20:53:276	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Fixation	Fixation	2	1	21.9	21.9	4.1	21	21	3.9	958.6	617.8	1009.3	611.8	object2	object2	0	0.2	-1	0	0.2	-1	41.5	15.1	606.5	-20.7	18	604.2	1126.3	674.4	1451.4	658.8	0
1095167.2	14:20:53:293	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095183.9	14:20:53:310	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095200.5	14:20:53:326	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095217.2	14:20:53:343	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095233.8	14:20:53:359	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095250.5	14:20:53:376	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095267.2	14:20:53:393	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095283.8	14:20:53:409	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095300.5	14:20:53:426	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095317.1	14:20:53:443	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095333.8	14:20:53:459	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095350.4	14:20:53:476	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095367.1	14:20:53:493	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095383.8	14:20:53:509	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095400.5	14:20:53:526	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095417.1	14:20:53:543	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095433.8	14:20:53:559	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095450.3	14:20:53:576	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	2	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095467	14:20:53:593	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Saccade	2	2	0	0	0	17.9	17.9	3.8	0	0	1101.1	379.7	-	object2	0	0	0	0.1	0.3	-0.9	0	0	0	-20.6	19.1	604.4	0	0	1450	650.9	0
1095483.7	14:20:53:609	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Fixation	2	2	0	0	0	17.6	17.6	3.7	0	0	1090.2	287.2	-	object2	0	0	0	0.1	0.4	-0.9	0	0	0	-20.8	19.2	608	0	0	1450.6	649.9	0
1095500.4	14:20:53:626	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Fixation	2	2	0	0	0	17.9	17.9	3.6	0	0	1092.4	265.3	-	object2	0	0	0	0.1	0.4	-0.9	0	0	0	-20.9	19.3	610.7	0	0	1450.7	649.6	0
1095517	14:20:53:643	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Fixation	2	2	0	0	0	17.6	17.6	3.5	0	0	1095.1	261.8	-	object2	0	0	0	0.1	0.4	-0.9	0	0	0	-20.9	19.2	607.7	0	0	1450.7	649.6	0
1095533.7	14:20:53:659	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Fixation	2	2	0	0	0	17.7	17.7	3.5	0	0	1093.2	267.6	-	object2	0	0	0	0.1	0.4	-0.9	0	0	0	-20.9	19.2	608.3	0	0	1451.1	649.7	0
1095550.3	14:20:53:676	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Fixation	2	2	0	0	0	17.2	17.2	3.4	0	0	1095.8	278.2	-	object2	0	0	0	0.1	0.4	-0.9	0	0	0	-21	19.2	608.9	0	0	1451.4	649.9	0
1095567	14:20:53:693	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Fixation	2	2	0	0	0	17.1	17.1	3.4	0	0	1097.7	283.7	-	object2	0	0	0	0.1	0.4	-0.9	0	0	0	-21.3	19.3	613.1	0	0	1451.7	650	0
1095583.7	14:20:53:709	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Fixation	2	2	0	0	0	17	17	3.3	0	0	1098.5	282.2	-	object2	0	0	0	0.1	0.4	-0.9	0	0	0	-21.4	19.4	614.4	0	0	1452.1	650	0
1095600.3	14:20:53:726	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Fixation	2	2	0	0	0	17	17	3.3	0	0	1101.9	285.5	-	object2	0	0	0	0.1	0.4	-0.9	0	0	0	-21.5	19.5	617	0	0	1452.3	650.1	0
1095617	14:20:53:743	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Fixation	2	2	0	0	0	17.1	17.1	3.3	0	0	1097.4	288.5	-	object2	0	0	0	0.1	0.4	-0.9	0	0	0	-21.4	19.4	613.3	0	0	1452.5	649.8	0
1095633.6	14:20:53:759	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Fixation	2	2	0	0	0	17.8	17.8	3.3	0	0	1098.4	293.6	-	object2	0	0	0	0.1	0.4	-0.9	0	0	0	-21.5	19.4	613.6	0	0	1452.8	649.9	0
1095650.3	14:20:53:776	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095667	14:20:53:793	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095683.6	14:20:53:809	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095700.3	14:20:53:826	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095716.9	14:20:53:843	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095733.6	14:20:53:859	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095750.2	14:20:53:876	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095766.9	14:20:53:893	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095783.6	14:20:53:909	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095800.2	14:20:53:926	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095816.9	14:20:53:943	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095833.5	14:20:53:959	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095850.3	14:20:53:976	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	3	0	0	0	17.8	17.8	3.3	0	0	933.5	623.8	-	object2	0	0	0	0	0.2	-1	0	0	0	-22	18.5	609.2	0	0	1458.3	657.3	0
1095866.9	14:20:53:993	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	-	2	-	0	0	0	18.5	18.5	3.3	0	0	914.2	519.1	-	object2	0	0	0	0	0.3	-1	0	0	0	-22	18.6	610.1	0	0	1458.6	656.1	0
1095883.5	14:20:54:009	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	-	2	-	0	0	0	18	18	3.3	0	0	901.6	551.5	-	object2	0	0	0	0	0.2	-1	0	0	0	-21.9	18.5	607.6	0	0	1458.6	656.6	0
1095900.2	14:20:54:026	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	-	2	-	0	0	0	18.1	18.1	3.3	0	0	901.7	553.2	-	object2	0	0	0	0	0.3	-1	0	0	0	-21.9	18.5	607.7	0	0	1458.4	656.5	0
1095916.9	14:20:54:043	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	-	2	-	0	0	0	18.3	18.3	3.3	0	0	901.9	558.6	-	object2	0	0	0	0	0.2	-1	0	0	0	-21.8	18.5	607	0	0	1458.1	656.5	0
1095933.5	14:20:54:059	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	-	2	-	0	0	0	19.1	19.1	3.3	0	0	929.1	653.1	-	object2	0	0	0	0	0.2	-1	0	0	0	-21.6	18.4	605.3	0	0	1457.1	657.7	0
1095950.2	14:20:54:076	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	4	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095966.9	14:20:54:093	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	4	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095983.5	14:20:54:109	Trial011	Pic2.jpg	0	1998.4	P04	Cyan	25.9	Eye	Blink	Blink	2	4	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
