RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Right	Category Left	Index Right	Index Left	Pupil Size Right X [px]	Pupil Size Right Y [px]	Pupil Diameter Right [mm]	Pupil Size Left X [px]	Pupil Size Left Y [px]	Pupil Diameter Left [mm]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Point of Regard Left X [px]	Point of Regard Left Y [px]	AOI Name Right	AOI Name Left	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Gaze Vector Left X	Gaze Vector Left Y	Gaze Vector Left Z	Eye Position Right X [mm]	Eye Position Right Y [mm]	Eye Position Right Z [mm]	Eye Position Left X [mm]	Eye Position Left Y [mm]	Eye Position Left Z [mm]	Pupil Position Right X [px]	Pupil Position Right Y [px]	Pupil Position Left X [px]	Pupil Position Left Y [px]	Port Status
1194080.9	14:22:32:201	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	25.7	25.7	4.1	24.9	24.9	3.9	1554.9	1041.6	1502.5	1030.2	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	36.9	15.1	528.3	-26.6	15.7	517.7	1113.9	664.3	1499.1	658.8	0
1194097.6	14:22:32:217	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	25.8	25.8	4.1	25.2	25.2	3.9	1555.3	1038.8	1501.6	1028.9	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37	15	528.5	-26.6	15.7	517.7	1113.6	664.5	1499	658.8	0
1194114.2	14:22:32:234	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	25.9	25.9	4.1	24.9	24.9	3.9	1555.1	1040.5	1503.8	1031.4	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37	15	528.3	-26.5	15.7	517.6	1113.5	665	1498.7	659	0
1194130.9	14:22:32:251	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.1	26.1	4.1	24.9	24.9	3.9	1555	1043.1	1501.6	1030.3	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37	14.9	528.1	-26.5	15.7	517.6	1113.3	665.3	1498.7	659.1	0
1194147.5	14:22:32:267	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	25.8	25.8	4.1	25	25	3.9	1554.8	1039.3	1501.5	1025.1	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37	14.9	528	-26.5	15.7	517.6	1113.1	665.3	1498.4	658.9	0
1194164.2	14:22:32:284	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	25.9	25.9	4.1	25.1	25.1	3.9	1553.7	1035.9	1503	1028.1	White Space	White Space	0.2	0.2	-1	0.3	0.1	-1	37	14.9	527.8	-26.5	15.7	517.5	1113.1	665.2	1498.3	659.1	0
1194180.8	14:22:32:301	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	25.8	25.8	4.1	24.8	24.8	3.9	1552.5	1034.7	1505.2	1030.4	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.1	14.9	527.8	-26.5	15.7	517.5	1113	665.3	1498.1	659.3	0
1194197.5	14:22:32:317	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26	26	4.1	24.9	24.9	3.9	1552	1035.3	1502.2	1025.8	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.1	14.9	527.7	-26.5	15.6	517.6	1113	665.4	1498.3	659.2	0
1194214.2	14:22:32:334	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.2	26.2	4.1	24.9	24.9	3.9	1551.1	1032.6	1501.7	1026.4	White Space	White Space	0.2	0.2	-1	0.3	0.1	-1	37	14.9	527.6	-26.5	15.6	517.6	1113	665.3	1498.3	659.3	0
1194230.8	14:22:32:351	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.1	26.1	4.1	25.1	25.1	3.9	1553.6	1036	1498.3	1022.6	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.1	14.9	527.6	-26.4	15.6	517.5	1112.7	665.4	1498.4	659.2	0
1194247.5	14:22:32:367	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26	26	4.1	25.1	25.1	3.9	1553.7	1032.9	1499.2	1021.6	White Space	White Space	0.2	0.2	-1	0.3	0.1	-1	37.1	14.9	527.7	-26.4	15.6	517.5	1112.7	665.3	1498.2	659.3	0
1194264.1	14:22:32:384	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	25.9	25.9	4.1	25	25	3.9	1553.7	1036.9	1499.6	1018	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.1	14.9	527.7	-26.4	15.6	517.4	1112.7	665.6	1498	659.3	0
1194280.8	14:22:32:401	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26	26	4.1	24.9	24.9	3.9	1553.2	1035.5	1503.5	1022.1	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.1	14.9	527.7	-26.4	15.6	517.5	1112.6	665.5	1497.8	659.5	0
1194297.5	14:22:32:417	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26	26	4.1	24.9	24.9	3.9	1552.5	1035.7	1502.3	1022.8	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.1	14.9	527.6	-26.4	15.6	517.5	1112.6	665.6	1497.7	659.6	0
1194314.1	14:22:32:434	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.2	26.2	4.1	24.9	24.9	3.9	1552.4	1034	1503.2	1017.3	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.1	14.8	527.5	-26.4	15.6	517.6	1112.4	665.6	1497.6	659.4	0
1194330.8	14:22:32:451	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.4	26.4	4.1	25	25	3.9	1551.7	1034.2	1502.8	1017.2	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.2	14.8	527.5	-26.3	15.6	517.6	1112.3	665.7	1497.5	659.4	0
1194347.5	14:22:32:467	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.2	26.2	4.1	25.1	25.1	3.9	1553.5	1035.4	1501.4	1011.3	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.2	14.8	527.5	-26.3	15.6	517.5	1112	665.6	1497.4	659.1	0
1194364.1	14:22:32:484	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.4	26.4	4.2	25.2	25.2	3.9	1553.3	1036.5	1499.2	1014.6	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.2	14.8	527.4	-26.3	15.6	517.6	1112	665.6	1497.3	659.3	0
1194380.8	14:22:32:501	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.2	26.2	4.2	25.1	25.1	3.9	1554.1	1037.7	1500.1	1016.3	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.2	14.8	527.6	-26.3	15.6	517.6	1111.8	665.9	1497.1	659.4	0
1194397.4	14:22:32:517	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.7	26.7	4.2	24.9	24.9	3.9	1553.8	1039.1	1501.2	1012.4	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.3	14.8	527.7	-26.2	15.6	517.6	1111.7	666.1	1496.7	659.5	0
1194414.1	14:22:32:534	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.6	26.6	4.2	25.4	25.4	3.9	1553	1038.6	1501.9	1014.6	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.3	14.7	527.6	-26.2	15.6	517.6	1111.3	666.2	1496.5	659.7	0
1194430.7	14:22:32:551	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.5	26.5	4.2	25.3	25.3	3.9	1551.5	1038.4	1503.2	1014.2	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.4	14.7	527.5	-26.1	15.6	517.6	1111	666.4	1495.9	659.7	0
1194447.4	14:22:32:567	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.5	26.5	4.2	25	25	3.9	1551.2	1035.9	1503.6	1016	White Space	White Space	0.2	0.2	-1	0.3	0.1	-1	37.5	14.7	527.5	-26	15.6	517.7	1110.4	666.4	1495.5	659.8	0
1194464.1	14:22:32:584	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.4	26.4	4.2	25.1	25.1	3.9	1550.2	1035.3	1502.6	1014.8	White Space	White Space	0.2	0.2	-1	0.3	0.1	-1	37.5	14.7	527.4	-25.9	15.5	517.6	1110	666.5	1495.1	659.8	0
1194480.7	14:22:32:601	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.3	26.3	4.2	25.4	25.4	3.9	1551	1037.7	1502.2	1011.6	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.6	14.7	527.5	-25.9	15.5	517.8	1109.6	666.8	1494.7	659.7	0
1194497.4	14:22:32:617	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.5	26.5	4.2	25.1	25.1	3.9	1550.9	1037.7	1502.8	1016.2	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.6	14.7	527.4	-25.9	15.5	517.8	1109.4	666.8	1494.4	659.9	0
1194514.1	14:22:32:634	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.5	26.5	4.2	25.3	25.3	3.9	1552.3	1039.4	1503.3	1012.9	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.6	14.6	527.3	-25.8	15.5	517.7	1109.2	666.9	1494.3	659.7	0
1194530.7	14:22:32:650	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.5	26.5	4.2	25.1	25.1	3.9	1550.4	1032.5	1504.2	1014.8	White Space	White Space	0.2	0.2	-1	0.3	0.1	-1	37.6	14.6	527.1	-25.8	15.5	517.8	1109.4	666.6	1494.3	659.8	0
1194547.3	14:22:32:667	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.8	26.8	4.2	25.4	25.4	3.9	1550.4	1039.9	1504.1	1015.5	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.6	14.6	527	-25.8	15.5	517.7	1109.4	666.9	1494.5	659.8	0
1194564	14:22:32:684	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.5	26.5	4.2	25.3	25.3	3.9	1550.6	1039.1	1503.5	1016.2	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.6	14.6	527	-25.8	15.5	517.6	1109.5	666.8	1494.6	659.9	0
1194580.7	14:22:32:701	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.8	26.8	4.2	25.1	25.1	3.9	1550.6	1039.3	1503	1015.5	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.6	14.6	527.2	-25.9	15.5	517.7	1109.7	666.9	1494.7	659.9	0
1194597.3	14:22:32:717	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.6	26.6	4.2	25.3	25.3	3.9	1550.3	1039.7	1502.8	1013.3	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.5	14.6	527.3	-25.9	15.5	517.6	1109.9	667	1494.7	660	0
1194614	14:22:32:734	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.5	26.5	4.2	25.3	25.3	3.9	1550.5	1034.6	1499.6	1012.4	White Space	White Space	0.2	0.2	-1	0.3	0.1	-1	37.6	14.6	527.5	-25.9	15.5	517.6	1109.9	667	1495	660.2	0
1194630.7	14:22:32:750	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.7	26.7	4.2	25.4	25.4	3.9	1550.3	1036	1498.6	1010.9	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.6	14.6	527.8	-25.9	15.4	517.6	1109.9	667.3	1494.9	660.4	0
1194647.3	14:22:32:767	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.7	26.7	4.2	25.3	25.3	3.9	1551.2	1036.7	1499.6	1012.8	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.6	14.5	528	-25.9	15.4	517.6	1109.8	667.6	1494.7	660.6	0
1194664	14:22:32:784	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.7	26.7	4.2	25.3	25.3	3.9	1550	1032.4	1499.2	1012	White Space	White Space	0.2	0.2	-1	0.3	0.1	-1	37.6	14.5	528.2	-25.9	15.4	517.7	1109.9	667.6	1494.6	660.7	0
1194680.6	14:22:32:800	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.4	26.4	4.2	25.3	25.3	3.9	1550	1031.1	1497	1008.9	White Space	validation4	0.2	0.2	-1	0.3	0.1	-1	37.6	14.5	528.4	-25.9	15.4	517.8	1109.8	667.9	1494.7	660.8	0
1194697.3	14:22:32:817	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.6	26.6	4.2	25.3	25.3	3.9	1548.5	1034.1	1497.2	1011.6	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.6	14.4	528.5	-25.9	15.3	517.8	1110	668.4	1494.6	661.2	0
1194714	14:22:32:834	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.8	26.8	4.2	25.1	25.1	3.9	1548.4	1032.4	1497.8	1012	White Space	White Space	0.2	0.2	-1	0.3	0.1	-1	37.6	14.4	528.7	-25.9	15.3	517.8	1110	668.4	1494.5	661.4	0
1194730.6	14:22:32:850	Trial001	Validation.jpg	0	8228.6	P05	DarkBlue	85.3	Eye	Fixation	Fixation	11	11	26.6	26.6	4.2	25.6	25.6	3.9	1549.4	1031.6	1495.5	1010.3	White Space	White Space	0.2	0.1	-1	0.3	0.1	-1	37.6	14.4	528.7	-25.9	15.2	517.9	1109.9	668.7	1494.9	661.6	0
1223803.4	14:23:01:924	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	27.9	27.9	4.6	26.9	26.9	4.4	1014.5	623.6	983	589.8	White Space	White Space	0	0.2	-1	0	0.3	-1	52.1	6.2	552.6	-10.1	7.6	554.9	1044.2	716.8	1401.3	709.2	0
1223820.1	14:23:01:940	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	27.6	27.6	4.6	26.9	26.9	4.4	1015.2	612.8	981	587	White Space	White Space	0	0.3	-1	0	0.3	-1	50.1	7.2	552.3	-12.3	8.3	552.8	1055.2	710.8	1414.1	704.6	0
1223836.7	14:23:01:957	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	28	28	4.6	26.8	26.8	4.4	1015.2	612.5	981.6	584.8	White Space	White Space	0	0.3	-1	0	0.3	-1	48.1	8.2	550.9	-14.4	9.1	551.1	1066	705.3	1426.2	700	0
1223853.3	14:23:01:974	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	28.2	28.2	4.6	27.3	27.3	4.4	1015.3	607.9	981.5	584.4	White Space	White Space	0	0.3	-1	0	0.3	-1	46.2	9.1	550.3	-16.4	9.8	549.9	1076.4	699.8	1438	695.5	0
1223870	14:23:01:990	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	28.4	28.4	4.6	27.2	27.2	4.5	1015.5	605.2	981.3	581.6	White Space	White Space	0	0.3	-1	0	0.3	-1	44.3	9.9	549	-18.3	10.6	549.1	1086.6	694.8	1449.3	690.8	0
1223886.7	14:23:02:007	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	28.5	28.5	4.7	27.3	27.3	4.5	1015.4	607.3	981	581.6	White Space	White Space	0	0.2	-1	0	0.3	-1	42.6	10.7	548.1	-20.1	11.3	546.8	1096.3	690.2	1460.1	686.5	0
1223903.4	14:23:02:024	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	28.6	28.6	4.7	27.5	27.5	4.5	1016	603.3	982.7	581.6	White Space	White Space	0	0.3	-1	0	0.3	-1	40.9	11.5	547.3	-21.8	12	545.6	1105.4	685.5	1470.1	682.3	0
1223920	14:23:02:040	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	28.9	28.9	4.7	27.7	27.7	4.5	1016	601.8	982.1	581.7	White Space	White Space	0	0.3	-1	0	0.3	-1	39.4	12.3	546.7	-23.4	12.7	543.8	1114.1	680.9	1479.8	677.9	0
1223936.7	14:23:02:057	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	28.8	28.8	4.7	27.7	27.7	4.5	1017	600.1	982.8	580.5	White Space	White Space	0	0.3	-1	0	0.2	-1	37.9	13.1	546.1	-24.9	13.4	542.8	1122.4	676.4	1488.8	673.6	0
1223953.3	14:23:02:074	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	28.8	28.8	4.7	27.8	27.8	4.5	1017.4	597.8	981.8	580.9	White Space	White Space	0	0.3	-1	0	0.2	-1	36.5	13.8	545.3	-26.3	14.1	542.1	1130.2	672.1	1497.3	669.7	0
1223970	14:23:02:090	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.2	29.2	4.7	27.5	27.5	4.5	1015.9	598.5	982.5	579.9	White Space	White Space	0	0.2	-1	0	0.3	-1	35.2	14.4	544.5	-27.7	14.7	541.6	1137.7	668.6	1505.1	665.8	0
1223986.7	14:23:02:107	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.4	29.4	4.7	27.8	27.8	4.5	1016.3	597.9	982	579.1	White Space	White Space	0	0.2	-1	0	0.2	-1	33.9	14.9	544	-28.9	15.2	540.1	1144.6	665.5	1512.7	662.6	0
1224003.3	14:23:02:124	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	28.9	28.9	4.7	27.9	27.9	4.5	1016.2	597.2	981.9	579.5	White Space	White Space	0	0.2	-1	0	0.2	-1	32.7	15.3	543.5	-30.1	15.7	539.4	1151.5	662.7	1520.1	659.8	0
1224020	14:23:02:140	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.5	29.5	4.7	28.1	28.1	4.5	1016.4	598.1	980.6	580.6	White Space	White Space	0	0.2	-1	0	0.2	-1	31.5	15.7	543	-31.3	16.1	538.5	1158.2	660.4	1527.5	657.3	0
1224036.6	14:23:02:157	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.3	29.3	4.7	27.9	27.9	4.5	1016.3	598	981.7	581.8	White Space	White Space	0	0.2	-1	0	0.2	-1	30.3	16.1	542	-32.5	16.5	537.6	1164.8	658.1	1534.3	655.2	0
1224053.3	14:23:02:174	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.2	29.2	4.7	27.9	27.9	4.5	1015.7	596.6	983.8	583.4	White Space	White Space	0	0.3	-1	0.1	0.2	-1	29.2	16.4	542.1	-33.6	16.7	536.9	1171.4	655.9	1541.2	653.3	0
1224070	14:23:02:190	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.7	29.7	4.8	28	28	4.5	1016.2	597.8	983.6	584.2	White Space	White Space	0	0.2	-1	0	0.2	-1	28	16.7	540.9	-34.7	17	536.3	1177.8	654.5	1548.1	651.8	0
1224086.6	14:23:02:207	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.1	29.1	4.8	28.4	28.4	4.5	1014.9	596.1	984.1	587.4	White Space	White Space	0	0.2	-1	0.1	0.2	-1	26.9	17	541	-35.8	17.1	535.5	1184.4	652.6	1554.8	651.1	0
1224103.4	14:23:02:224	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.3	29.3	4.8	28	28	4.5	1015.7	594	983.6	587.9	White Space	White Space	0	0.3	-1	0	0.2	-1	25.8	17.2	540.2	-36.9	17.2	534.4	1190.6	651.1	1561.7	650.1	0
1224119.9	14:23:02:240	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.6	29.6	4.8	28.1	28.1	4.5	1015.3	595	983.9	589.4	White Space	White Space	0	0.2	-1	0.1	0.2	-1	24.7	17.4	540.3	-38	17.3	533.5	1197.2	650	1568.5	649.6	0
1224136.6	14:23:02:257	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.4	29.4	4.8	28.6	28.6	4.5	1014.8	595.2	985.1	594	White Space	White Space	0	0.2	-1	0.1	0.2	-1	23.5	17.6	539.6	-39.1	17.3	532.7	1203.9	648.9	1575.3	649.5	0
1224153.3	14:23:02:274	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.7	29.7	4.8	28.2	28.2	4.5	1014.7	595.3	986.4	593.5	White Space	White Space	0	0.2	-1	0.1	0.2	-1	22.3	17.7	539	-40.2	17.3	531.8	1210.8	648	1582.2	649	0
1224169.9	14:23:02:290	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.8	29.8	4.8	28.5	28.5	4.5	1014.7	599.2	985.2	597.2	White Space	White Space	0	0.2	-1	0.1	0.2	-1	21.1	17.8	538.6	-41.3	17.3	531.4	1217.6	647.5	1589.3	649.1	0
1224186.6	14:23:02:307	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.9	29.9	4.8	28.2	28.2	4.5	1014.5	599.1	985.9	597.9	White Space	White Space	0	0.2	-1	0.1	0.2	-1	20	17.9	538.5	-42.5	17.3	531.1	1224.2	646.8	1596	649.1	0
1224203.3	14:23:02:323	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.4	29.4	4.8	28.5	28.5	4.5	1014.9	596.9	987.6	599.8	White Space	White Space	0.1	0.2	-1	0.1	0.2	-1	18.9	18	538.2	-43.5	17.2	530.2	1230.4	646.2	1602.3	649.4	0
1224219.9	14:23:02:340	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.5	29.5	4.8	28.3	28.3	4.5	1014.1	596.5	988	601.1	White Space	White Space	0	0.2	-1	0.1	0.2	-1	17.9	18	538	-44.4	17.1	530	1236.4	646	1608.1	649.9	0
1224236.6	14:23:02:357	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	1	1	29.8	29.8	4.8	28.5	28.5	4.5	1012.8	599.2	987.9	603.7	White Space	White Space	0	0.2	-1	0.1	0.2	-1	16.9	18	537.6	-45.3	17	529.5	1242.1	646.1	1613.5	650.5	0
1224253.2	14:23:02:373	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Saccade	Saccade	1	1	29.4	29.4	4.8	28.3	28.3	4.5	1008	593.9	982	604.4	White Space	White Space	0	0.3	-1	0.1	0.2	-1	15.9	18	537.2	-46.2	16.9	529.1	1248.2	645.4	1619.8	650.9	0
1224269.9	14:23:02:390	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Saccade	Saccade	1	1	29.8	29.8	4.8	28.4	28.4	4.5	779.4	484.9	724.4	516.7	White Space	White Space	-0.1	0.3	-1	-0.1	0.3	-1	14.4	18.3	537.3	-47.6	17.1	529.7	1260.2	642.4	1631.2	648.4	0
1224286.5	14:23:02:407	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Saccade	Saccade	1	1	29.9	29.9	4.8	27.6	27.6	4.5	604.8	368.3	573.3	440.2	validation1	validation1	-0.1	0.4	-0.9	-0.1	0.3	-0.9	13	18.7	539.3	-49.1	17.4	532.5	1271.4	639	1641	646.3	0
1224303.2	14:23:02:423	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	2	2	29.5	29.5	4.8	27.2	27.2	4.5	521.4	300.6	514.9	365.8	validation1	validation1	-0.2	0.4	-0.9	-0.2	0.4	-0.9	11.9	19.1	544.1	-50.5	17.6	536.8	1279.2	636.7	1647.4	644.6	0
1224319.9	14:23:02:440	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	2	2	29.7	29.7	4.8	27.2	27.2	4.5	531	277.5	521.7	349.3	validation1	validation1	-0.2	0.4	-0.9	-0.2	0.4	-0.9	11.3	19.4	547.4	-51.2	17.6	537.1	1283.1	635.8	1651.3	644.1	0
1224336.5	14:23:02:457	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	2	2	29.3	29.3	4.8	27.4	27.4	4.5	517.5	293.6	524.3	348.8	validation1	validation1	-0.2	0.4	-0.9	-0.2	0.4	-0.9	10.6	19.4	548	-51.9	17.6	536.6	1287.5	636.4	1655.5	644.5	0
1224353.2	14:23:02:473	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	2	2	29	29	4.8	27.4	27.4	4.5	509.8	292.2	525.1	344.3	validation1	validation1	-0.2	0.4	-0.9	-0.2	0.4	-0.9	9.9	19.4	549.2	-52.8	17.6	539.4	1291.5	636.2	1659.2	644.7	0
1224369.8	14:23:02:490	Trial002	validation1.jpg	0	2000.5	P05	DarkBlue	100	Eye	Fixation	Fixation	2	2	29	29	4.8	27.2	27.2	4.5	505.3	291.2	525.9	343.3	validation1	validation1	-0.2	0.4	-0.9	-0.2	0.4	-0.9	9.4	19.5	550.5	-53.4	17.6	539.9	1294.9	636.1	1662.4	644.8	0
